process,method,year,value,RCP
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2034,11.513924777066363,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2035,11.221973653857924,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2036,11.105786009863705,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2037,10.989598365869487,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2038,10.873410721875267,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2039,10.757223077881049,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2040,10.64103543388683,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2041,10.58471574915789,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2042,10.52839606442895,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2043,10.472076379700011,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2044,10.415756694971071,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2045,10.359437010242132,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2046,10.366457974680388,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2047,10.373478939118645,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2048,10.380499903556899,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2049,10.387520867995155,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2050,10.394541832433411,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2051,10.404053734772582,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2052,10.41356563711175,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2053,10.42307753945092,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2054,10.432589441790089,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2055,10.44210134412926,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2056,10.45161324646843,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2057,10.461125148807598,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2058,10.470637051146769,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2059,10.480148953485937,RCP26
"used LFP battery | P6_LFP_recycling |
GLO | LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2060,10.489660855825107,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2025,105.5239988902724,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2026,100.93103082233458,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2027,96.33806275439676,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2028,91.74509468645894,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2029,87.15212661852112,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2030,82.5591585505833,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2031,79.81615932621384,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2032,77.07316010184435,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2033,74.33016087747488,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2034,71.5871616531054,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2035,68.84416242873593,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2036,67.86289587363719,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2037,66.88162931853846,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2038,65.90036276343972,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2039,64.91909620834099,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2040,63.93782965324225,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2041,63.49770016599409,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2042,63.057570678745925,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2043,62.61744119149777,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2044,62.177311704249604,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2045,61.73718221700145,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2046,61.704368478694626,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2047,61.6715547403878,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2048,61.63874100208098,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2049,61.60592726377415,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2050,61.57311352546733,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2051,61.705109078772246,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2052,61.837104632077164,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2053,61.96910018538208,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2054,62.101095738687,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2055,62.23309129199191,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2056,62.36508684529683,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2057,62.49708239860175,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2058,62.629077951906666,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2059,62.761073505211584,RCP26
"lithium carbonate | P7_Li_recovery | GLO
| LFP_e_bus","EF v3.1, acidification, accumulated exceedance (AE)",2060,62.8930690585165,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2025,168896.21646402718,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2026,162204.30769438663,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2027,155512.39892474608,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2028,148820.49015510554,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2029,142128.58138546502,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2030,135436.67261582447,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2031,129835.48290838928,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2032,124234.29320095411,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2033,118633.10349351892,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2034,113031.91378608375,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2035,107430.72407864856,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2036,104043.37337799404,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2037,100656.02267733953,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2038,97268.671976685,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2039,93881.32127603049,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2040,90493.97057537596,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2041,88662.59594734143,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2042,86831.2213193069,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2043,84999.84669127237,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2044,83168.47206323784,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2045,81337.09743520331,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2046,80194.20788103266,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2047,79051.31832686202,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2048,77908.42877269138,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2049,76765.53921852073,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2050,75622.64966435009,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2051,75241.38288004685,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2052,74860.11609574361,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2053,74478.84931144037,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2054,74097.58252713713,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2055,73716.31574283389,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2056,73335.04895853063,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2057,72953.7821742274,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2058,72572.51538992416,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2059,72191.24860562092,RCP26
"passenger bus | P1_e_bus_production | CH
| LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2060,71809.98182131768,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2025,36916.42194715161,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2026,34693.07069520216,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2027,32469.71944325271,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2028,30246.36819130326,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2029,28023.01693935381,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2030,25799.66568740436,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2031,23971.563301676368,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2032,22143.460915948377,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2033,20315.358530220386,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2034,18487.2561444924,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2035,16659.15375876441,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2036,15054.042811576637,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2037,13448.931864388867,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2038,11843.820917201096,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2039,10238.709970013326,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2040,8633.599022825554,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2041,8063.7278419182585,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2042,7493.856661010962,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2043,6923.985480103666,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2044,6354.11429919637,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2045,5784.243118289074,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2046,5626.209156914445,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2047,5468.175195539816,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2048,5310.141234165188,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2049,5152.107272790558,RCP26
"transport, passenger bus |
P2_e_bus_operation | CH | LFP_e_bus","EF v3.1, climate change, global warming potential (GWP100)",2050,4994.073311415929,RCP26
